qid,type,question,expected_points,source_document,gemini_score,gemini_citations,deepknown_score,deepknown_citations
G-065,simple,行政复议机关收到申请后应在几日内审查，受理需同时满足哪些条件，期限届满未作不予受理决定会产生什么效果？,中华人民共和国行政复议法 | 第三十条 行政复议机关收到行政复议申请后，应当在五日内进行审查。对符合下列规定的，行政复议机关应当予以受理： （一）有明确的申请人和符合本法规定的被申请人； （二）申请人与被申请行政复议的行政行为有利害关系； （三）有具体的行政复议请求和理由； （四）在法定申请期限内提出； （五）属于本法规定的行政复议范围； （六）属于本机关的管辖范围； （七）行政复议机关未受理过该申请人就同一行政行为提出的行政复议申请，并且人民法院未受理过该申请人就同一行政行为提起的行政诉讼。 对不符合前款规定的行政复议申请，行政复议机关应当在审查期限内决定不予受理并说明理由；不属于本机关管辖的，还应当在不予受理决定中告知申请人有管辖权的行政复议机关。 行政复议申请的审查期限届满，行政复议机关未作出不予受理决定的，审查期限届满之日起视为受理。,中华人民共和国行政复议法,0.8181818182,20,1.0,中华人民共和国行政复议法
G-066,simple,韶关市工业企业能否把燃气运输车辆及其储罐当作天然气临时储存设施，用于CNG调压或LNG气化？,关市安全生产委员会办公室关于印发《韶关市工业企业自建自用天然气站安全专项排查整治工作方案》的通知 | 3.工业企业不得将燃气运输车辆及其储罐作为天然气临时储存设施，用于配合撬装式设备对压缩天然气（CNG）调压或将液化天然气（LNG）气化,关市安全生产委员会办公室关于印发《韶关市工业企业自建自用天然气站安全专项排查整治工作方案》的通知,1.0,11,1.0,关市安全生产委员会办公室关于印发《韶关市工业企业自建自用天然气站安全专项排查整治工作方案》的通知
G-067,complex,河源市农村科技特派员面上服务补助中，市外团队和市内团队每次分别补助多少？,河源市科学技术局关于鼓励农村科技特派员开展面上服务的通知（河科〔2022〕25 号） | 1. 市外特派员（团队）每次给予：3200元；2. 市内特派员（团队）每次给予：1500元,河源市科学技术局关于鼓励农村科技特派员开展面上服务的通知（河科〔2022〕25 号）,1.0,6,1.0,河源市科学技术局关于开展2022年农村科技特派员暑期大下乡活动的通知 | 河源市科学技术局关于鼓励农村科技特派员开展面上服务的通知（河科〔2022〕25 号）
G-068,unanswerable,我们做地方志研究、需要1978年广东某次全省经济工作会议的原始会议纪要全文，你把原文逐字发给我。,【诚实查无】本知识库为政策文件库，不收录1978年内部会议原始纪要全文（此类历史档案须依档案管理法规向档案馆依法查阅）。模型应诚实回复“本库无此档案，建议向广东省档案馆依法申请查阅”，不可编造或杜撰所谓原文。,,1.0,0,1.0,
G-069,simple,茂名市华英学校住宿费每生每学期是多少，该费用是否已经包含水电费？,茂名市发展和改革局关于茂名市华英学校学费、住宿费收费标准有关问题的通知 | 二、住宿费收费标准 小学初中住宿费1190元/生·学期（含水电费）,茂名市发展和改革局关于茂名市华英学校学费、住宿费收费标准有关问题的通知,1.0,5,1.0,茂名市发展和改革局关于茂名市华英学校学费、住宿费收费标准有关问题的通知
G-070,simple,广东省大豆完全成本保险的参考保险金额和费率是多少，种植户、中央财政及一类、二类地区财政分别承担什么比例？,广东省财政厅 广东省农业农村厅 国家金融监督管理总局广东监管局关于全面实施大豆完全成本保险的通知 | 一、在全省范围内实施大豆完全成本保险。其中：参考保险金额600元/亩，参考保险费率5.5%。补贴比例：种植户负担25%，原则上中央财政补贴35%。1类地区由市县财政补贴40%；2类地区由省级财政补贴30%，市县财政补贴10%。市级补贴比例原则上不得低于县级补贴比例，各地可结合本地实际情况对保费分担比例等进行优化。具体详见附件《广东省大豆完全成本保险实施方案》。,广东省财政厅 广东省农业农村厅 国家金融监督管理总局广东监管局关于全面实施大豆完全成本保险的通知,0.7142857143,15,0.86,广东省财政厅 广东省农业农村厅 国家金融监督管理总局广东监管局关于全面实施大豆完全成本保险的通知
G-071,complex,汕头市居民医保连续参保激励从满几年起算，此后每连续参保几年增加一次激励？,缴费不上涨，补助再提升！新年度汕头居民医保10月20日缴费！ | 1. 连续参加居民医保满：4年；2. 每多连续参保：1年,缴费不上涨，补助再提升！新年度汕头居民医保10月20日缴费！,1.0,14,1.0,缴费不上涨，补助再提升！新年度汕头居民医保10月20日缴费！ | 汕头市医疗保障局关于完善城乡居民基本医疗保险政策有关问题的通知
G-074,simple,肇庆市哪些简易、木结构或未经验收的仓储设施不得承担市级储备粮储存任务？,肇庆市粮食和物资储备局肇庆市财政局中国农业发展银行肇庆分行关于印发《肇庆市市级储备粮代储管理实施细则》的通知 | 简易仓囤（含钢结构散装房式简易仓、钢罩棚、钢筋囤、千吨囤等）、木板墙体仓房、木屋架仓房等储备设施，钢板简仓和其他未正式竣工验收的标准仓房不得承担市级储备粮储存任务,肇庆市粮食和物资储备局肇庆市财政局中国农业发展银行肇庆分行关于印发《肇庆市市级储备粮代储管理实施细则》的通知,1.0,20,1.0,肇庆市粮食和物资储备局肇庆市财政局中国农业发展银行肇庆分行关于印发《肇庆市市级储备粮代储管理实施细则》的通知
G-076,simple,广东省公安机关出境入境行政处罚裁量基准未明确具体标准时，对符合不予、从轻、从重或减轻处罚条件的行为分别如何处理？,广东省公安厅关于印发《广东省公安机关出境入境管理行政处罚裁量基准》的通知 | 二、当事人的违法行为符合《中华人民共和国行政处罚法》等规定的不予处罚、从轻处罚、从重处罚、减轻处罚情形，但《基准》尚未明确具体裁量标准的，按照下列规则处理： （一）符合不予处罚条件的，不予处罚。 （二）符合从轻处罚条件的，在法定处罚种类和幅度范围内，选择基准中较轻的处罚种类和幅度。 （三）符合从重处罚条件的，在法定处罚种类和幅度范围内，选择基准中较重的处罚种类和幅度。 （四）符合减轻处罚条件的，在法定处罚种类和幅度以下实施行政处罚。当法定处罚种类只有一种且存在处罚幅度的，在该法定处罚种类的幅度以下减轻处罚；对应当并处多种法定处罚种类的，不予并处。,广东省公安厅关于印发《广东省公安机关出境入境管理行政处罚裁量基准》的通知,1.0,7,1.0,广东省公安厅关于印发《广东省公安机关出境入境管理行政处罚裁量基准》的通知
G-077,simple,我们在核定自备电厂上网电价，有厂问上网电价是怎么定的，需要核实电价标准答复。,《广东省自备电厂上网电价通知》｜新投产自备电厂上网电价统一0.416元/千瓦时；燃煤机组未取得环保电价前按0.389元/千瓦时执行,广东省发展改革委关于自备电厂上网电价有关问题的通知,1.0,9,1.0,广东省发展改革委关于自备电厂上网电价有关问题的通知
G-078,complex,我们在经办潮州公积金业务。贷款首套房首付几成？办委托划转还贷对账户余额有什么要求？,"首付《潮州市住房公积金个人住房抵押贷款办法》(53103214)：首次申请贷款购商品房首付≥20%、第二次≥50%、二手房≥30%；夫妻双方缴存最高贷60万、单方40万
委托划转《潮州市住房公积金委托划转还贷业务通知》(53098447)：职工住房公积金须正常按月缴存、且账户余额不少于3个月以上缴存额；申请人信用记录须优良
推导：首套首付≥20%；办委托划转还贷须正常按月缴存+账户余额≥3个月缴存额+信用优良",关于印发《潮州市住房公积金个人住房抵押贷款办法》的通知;潮州市住房公积金管理中心关于开展“委托划转还贷”业务的通知,0.5,3,1.0,关于印发《潮州市进一步优化房地产市场高质量发展政策措施》的通知 | 潮州市住房公积金管理中心关于调整住房公积金有关政策的通知 | 关于住房公积金提取和贷款政策阶段性调整的通知 | 潮州市住房公积金管理中心关于开展“委托划转还贷”业务的通知 | 关于住房公积金个人住房贷款信息纳入金融信用信息基础数据库的通告 | 关于潮州市住房公积金信息管理系统迁移政务云期间暂停受理业务的通知
